risk_id,risk_name,description,ai_model_type,probability_level,impact_level,impact_dimensions,trigger_conditions,technological_dependencies,known_mitigations,regulatory_requirements,operational_priority,source_reference,provenance,related_risks,categories,energy_context,version,status
EG-R-0011,Bias in Load Forecasting,Systematic under-forecasting for specific communities drives inequitable outage risks during restoration.,forecasting,3,4,fairness,Biased historical data lacking demographic adjustments,data lakes;Forecasting pipelines,Bias audits;data augmentation,EU-AI-Act-TitleIV;US-EO-14008,4,AIID:INC-0133;MIT_AIRISK:governance-bias,"{""action"": ""merged"", ""sources"": [""MIT_AIRISK:governance-bias""]};{""aiid"": ""INC-0133"", ""date"": ""2024-03-07"", ""editor"": ""FORA""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""fairness""], ""note"": ""altai_requirements column""};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-post-deployment"", ""mit-ai-risk-subdomain-1.1""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-bias""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-ai"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-1.1""], ""sources"": [""IBM_RISK_ATLAS:atlas-decision-bias""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-ai"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-post-deployment"", ""mit-ai-risk-subdomain-1.1""], ""sources"": [""IBM_RISK_ATLAS:atlas-output-bias""]};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.781464""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.027853""}",EG-R-0012;EG-R-0013,governance.fairness,distribution_operations,1.0,draft
EG-R-0012,Lack of Transparency,Opaque AI-driven outage prioritization erodes public trust and complicates regulatory reporting.,expert_systems;forecasting,3,3,compliance;reputation,Proprietary models without explainability artifacts,Decision support tools;reporting systems,Explainable AI dashboards;regulatory briefings,EU-AI-Act-Art13;STATE-UTILITY-COMMISSION-ORDERS,3,AIID:INC-0982;MIT_AIRISK:transparency,"{""action"": ""merged"", ""sources"": [""MIT_AIRISK:transparency""]};{""aiid"": ""INC-0982"", ""date"": ""2024-03-07"", ""editor"": ""FORA""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""transparency""], ""note"": ""altai_requirements column""};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-6.5""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-transparency""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-6.5""], ""sources"": [""IBM_RISK_ATLAS:atlas-lack-of-data-transparency""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-other"", ""mit-ai-risk-subdomain-7.4""], ""sources"": [""IBM_RISK_ATLAS:atlas-lack-of-model-transparency""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-other"", ""mit-ai-causal-risk-timing-other"", ""mit-ai-risk-subdomain-6.5""], ""sources"": [""IBM_RISK_ATLAS:atlas-lack-of-system-transparency""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-6.5""], ""sources"": [""IBM_RISK_ATLAS:atlas-lack-of-testing-diversity""]};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.787480""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.048441""}",EG-R-0007;EG-R-0011;EG-R-0019,governance.transparency,public_affairs,1.0,draft
EG-R-0013,Overreliance on Automation,Operators defer to AI alarms despite contradictory field reports during storm restoration.,expert_systems,4,4,operational;safety,High alert fatigue and missing context for overrides,Incident management platforms;mobile apps,clear escalation rules;Human factors training,EU-AI-Act-Art14;OSHA-29CFR-1910,4,AIID:INC-0777;MIT_AIRISK:automation-bias,"{""action"": ""merged"", ""sources"": [""MIT_AIRISK:automation-bias""]};{""aiid"": ""INC-0777"", ""date"": ""2024-03-08"", ""editor"": ""FORA""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""agency""], ""note"": ""altai_requirements column""};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.793823""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.068571""}",EG-R-0008;EG-R-0011;EG-R-0023,governance.oversight,distribution_operations,1.0,draft
EG-R-0014,Insider Data Poisoning,"Privileged contractor alters sensor calibration files prior to training updates, biasing state estimation.",deep_learning;state_estimation,2,4,safety;security,Unauthorized modification to calibration repository,SCADA gateways;Version control systems,Code reviews;dual control,NERC-CIP-007;SOX-ITGC,4,AIID:INC-1099;MITRE_ATLAS:AML.T0020,"{""action"": ""merged"", ""sources"": [""MITRE_ATLAS:AML.T0020""]};{""aiid"": ""INC-1099"", ""date"": ""2024-03-09"", ""editor"": ""ICCS""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""robustness""], ""note"": ""altai_requirements column""};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-7.3""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-acquisition""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-post-deployment"", ""mit-ai-risk-subdomain-1.1""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-bias""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-7.3""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-contamination""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-7.3""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-curation""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-intentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-2.2""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-poisoning""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-other"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-6.5""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-provenance""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-7.3""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-transfer""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-6.5""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-transparency""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-7.3""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-usage""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-other"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-7.3""], ""nist_controls"": [""nist-value-chain-and-component-integration""], ""sources"": [""IBM_RISK_ATLAS:atlas-unrepresentative-data""]};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.806858""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.089682""}",EG-R-0001,technical.attack,transmission_control,1.0,draft
EG-R-0015,Supplier Pipeline Poisoning,Third-party dataset vendor delivers manipulated renewable output histories impacting optimization accuracy.,forecasting;optimization,3,4,financial;reliability,Compromised supplier download channel,data brokers;Vendor APIs,cryptographic signing;Supplier assurance,ISO-27036;NERC-CIP-013,4,MIT_AIRISK:supply-chain;MITRE_ATLAS:AML.T0020,"{""action"": ""merged"", ""sources"": [""MITRE_ATLAS:AML.T0020""]};{""date"": ""2024-03-09"", ""editor"": ""ICCS"", ""mit_airisk"": ""supply-chain""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""robustness""], ""note"": ""altai_requirements column""};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-intentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-2.2""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-poisoning""]};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.818859""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.111207""}",EG-R-0001,technical.attack,supply_chain,1.0,draft
EG-R-0016,Insecure Model Release,Leaked model artifacts allow adversaries to reverse engineer dispatch strategies.,deep_learning;optimization,2,3,financial;security,Improper access controls on model registry exports,artifact stores;Model registries,Access control hardening;encryption,NERC-CIP-004;NIST-800-53,3,AIID:INC-0622;MITRE_ATLAS:AML.T0044,"{""action"": ""merged"", ""sources"": [""MITRE_ATLAS:AML.T0044""]};{""aiid"": ""INC-0622"", ""date"": ""2024-03-10"", ""editor"": ""ICCS""};{""action"": ""altai-sourced"", ""altai_requirements"": [""privacy"", ""robustness""], ""note"": ""altai_requirements column""};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.831553""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.130689""}",EG-R-0006,technical.attack,enterprise_it,1.0,draft
EG-R-0017,Real-Time Sensor Spoofing,Attackers replay stale PMU data causing incorrect load-shed instructions by AI-based stability tools.,control;deep_learning,3,5,reliability;safety,Compromised network segment at substation,edge controllers;PMUs,redundant sensing;Secure sync,IEC-60870-5-104;NERC-CIP-005,5,AIID:INC-0401;MITRE_ATLAS:AML.T0016.000,"{""action"": ""merged"", ""sources"": [""MITRE_ATLAS:AML.T0016.000""]};{""aiid"": ""INC-0401"", ""date"": ""2024-03-10"", ""editor"": ""ICCS""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""robustness""], ""note"": ""altai_requirements column""};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.839356""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.150390""}",EG-R-0002,technical.attack,transmission_control,1.0,draft
EG-R-0018,Backoffice Model Drift,Customer churn prediction drifts leading to mis-targeted retention incentives affecting revenue stability.,classification;machine_learning,4,3,financial;reputation,Changing customer behavior without retraining cadence,CRM systems;data lakes,model governance;Regular retraining,EU-GDPR;SEC-Fair-Disclosure,3,AIID:INC-0885;MIT_AIRISK:monitoring-drift,"{""action"": ""merged"", ""sources"": [""MIT_AIRISK:monitoring-drift""]};{""aiid"": ""INC-0885"", ""date"": ""2024-03-11"", ""editor"": ""FORA""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""fairness""], ""note"": ""altai_requirements column""};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.848636""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.171854""}",EG-R-0010,governance.monitoring,retail_energy,1.0,draft
EG-R-0019,Regulatory Non-Compliance Tracking,AI assistant misclassifies regulatory filings deadlines leading to missed compliance milestones.,expert_systems;nlp,3,3,compliance;reputation,Ambiguous policy language without validation,Document understanding;workflow tools,compliance calendars;Human validation checkpoints,EU-AI-Act-TitleIX;FERC-Filing-Mandates,3,AIID:INC-0320;MIT_AIRISK:compliance-tracking,"{""action"": ""merged"", ""sources"": [""MIT_AIRISK:compliance-tracking""]};{""aiid"": ""INC-0320"", ""date"": ""2024-03-11"", ""editor"": ""HAL""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""transparency""], ""note"": ""altai_requirements column""};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-other"", ""mit-ai-causal-risk-timing-post-deployment"", ""mit-ai-risk-subdomain-7.4""], ""sources"": [""IBM_RISK_ATLAS:atlas-non-disclosure""]};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.856395""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.187764""}",EG-R-0012;EG-R-0020;EG-R-0021,governance.compliance,legal_affairs,1.0,draft
EG-R-0020,Regulatory Reporting Drift,Generative AI drafting compliance reports introduces hallucinated citations causing enforcement risk.,generative_ai;nlp,3,3,compliance;reputation,Rushed adoption of text generation without guardrails,document stores;LLM services,Fact-check pipelines;structured templates,EU-AI-Act-TitleIX;SEC-17A-4,3,AIID:INC-0973;MIT_AIRISK:transparency,"{""action"": ""merged"", ""sources"": [""MIT_AIRISK:transparency""]};{""aiid"": ""INC-0973"", ""date"": ""2024-03-12"", ""editor"": ""HAL""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""transparency""], ""note"": ""altai_requirements column""};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.864961""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.203736""}",EG-R-0019,governance.compliance,legal_affairs,1.0,draft
EG-R-0021,Legal Exposure from Data Rights,Unclear licensing for training data triggers contractual disputes and injunctions on AI services.,generative_ai;machine_learning,2,3,compliance;financial,Use of third-party corpora without audit,content repositories;Data pipelines,data provenance tracking;License review,EU-AI-Act-Art52;US-COPYRIGHT-LAW,3,AIID:INC-0111;MIT_AIRISK:data-rights,"{""action"": ""merged"", ""sources"": [""MIT_AIRISK:data-rights""]};{""aiid"": ""INC-0111"", ""date"": ""2024-03-12"", ""editor"": ""HAL""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""privacy""], ""note"": ""altai_requirements column""};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-7.3""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-acquisition""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-post-deployment"", ""mit-ai-risk-subdomain-1.1""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-bias""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-7.3""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-contamination""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-7.3""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-curation""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-intentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-2.2""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-poisoning""]};{""action"": ""mapped"", ""sources"": [""IBM_RISK_ATLAS:atlas-data-privacy-rights""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-other"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-6.5""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-provenance""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-7.3""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-transfer""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-6.5""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-transparency""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-7.3""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-usage""]};{""action"": ""mapped"", ""sources"": [""IBM_RISK_ATLAS:atlas-data-usage-rights""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-other"", ""mit-ai-causal-risk-intent-other"", ""mit-ai-causal-risk-timing-other"", ""mit-ai-risk-subdomain-6.5""], ""sources"": [""IBM_RISK_ATLAS:atlas-legal-accountability""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-other"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-7.3""], ""nist_controls"": [""nist-value-chain-and-component-integration""], ""sources"": [""IBM_RISK_ATLAS:atlas-unrepresentative-data""]};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.872762""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.220565""}",EG-R-0019;EG-R-0032;EG-R-0036,governance.legal,legal_affairs,1.0,draft
EG-R-0022,AI-enabled Privacy Breach Incident,Incident where facial recognition misidentifies workers and leaks attendance data.,classification;computer_vision,3,4,privacy;safety,Deployment in poorly lit substations without calibration,Edge cameras;ID management systems,improved lighting;Privacy impact assessments,EU-GDPR;US-BIOMETRIC-PRIVACY-ACTS,4,AIID:INC-0444;MIT_AIRISK:privacy-incidents,"{""action"": ""merged"", ""sources"": [""AIID:INC-0444""]};{""date"": ""2024-03-13"", ""editor"": ""HAL"", ""mit_airisk"": ""privacy-incidents""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""privacy""], ""note"": ""altai_requirements column""};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.880766""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.237383""}",EG-R-0004,privacy.governance,substation_security,1.0,draft
EG-R-0023,Safety Misclassification Incident,Autonomous drone inspection mislabels structural damage leading to delayed repairs and safety hazard.,computer_vision;reinforcement_learning,3,4,operational;safety,Model deployed without domain-specific validation,Drone platforms;inspection analytics,Domain testing;human confirmation,FAA-PART107;OSHA-29CFR-1910,4,AIID:INC-0578;MIT_AIRISK:safety-monitoring,"{""action"": ""merged"", ""sources"": [""AIID:INC-0578""]};{""date"": ""2024-03-13"", ""editor"": ""ICCS"", ""mit_airisk"": ""safety-monitoring""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""robustness""], ""note"": ""altai_requirements column""};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.889326""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.252625""}",EG-R-0013;EG-R-0028,safety.incidents,asset_management,1.0,draft
EG-R-0024,Grid Forecast Outage Incident,Forecasting failure during cold snap causes rolling blackouts and financial losses.,forecasting;timeseries,4,5,financial;reliability,Unmodeled extreme weather combined with data latency,Forecasting clusters;weather feeds,redundant feeds;Stress testing,EU-AI-Act-Art9;NERC-EOP-011,5,AIID:INC-0639;MIT_AIRISK:monitoring-drift,"{""action"": ""merged"", ""sources"": [""AIID:INC-0639""]};{""date"": ""2024-03-14"", ""editor"": ""FORA"", ""mit_airisk"": ""monitoring-drift""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""robustness""], ""note"": ""altai_requirements column""};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-08-17T10:25:49.897446""};{""action"": ""replace"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.271087""}",EG-R-0010;EG-R-0030,governance.monitoring,transmission_planning,1.0,draft
EG-R-0025,Indirect Prompt Injection via Utility Emails,Malicious instructions embedded in automated customer communications or invoices hijack LLM-based support agents to exfiltrate grid data or perform unauthorized account actions.,generative_ai;llm,4,3,operational;privacy,Processing of unvetted external text by LLM-integrated systems,Customer CRM;LLM APIs,Human-in-the-loop for sensitive actions;Input sanitization;Instruction-input separation,EU-AI-ACT;EU-GDPR,4,MITRE_ATLAS:AML.T0051;OWASP:LLM01,"{""date"": ""2026-01-22"", ""editor"": ""HAL""};{""action"": ""altai-sourced"", ""altai_requirements"": [""privacy"", ""safety""], ""note"": ""altai_requirements column""};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-intentional"", ""mit-ai-causal-risk-timing-post-deployment"", ""mit-ai-risk-subdomain-2.2""], ""sources"": [""IBM_RISK_ATLAS:atlas-prompt-injection""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-intentional"", ""mit-ai-causal-risk-timing-other"", ""mit-ai-risk-subdomain-2.2""], ""sources"": [""IBM_RISK_ATLAS:atlas-prompt-leaking""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-intentional"", ""mit-ai-causal-risk-timing-post-deployment"", ""mit-ai-risk-subdomain-2.2""], ""sources"": [""IBM_RISK_ATLAS:atlas-prompt-priming""]};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.292503""}",EG-R-0004,cybersecurity.prompt_injection,customer_service,1.0,draft
EG-R-0026,Algorithmic Energy Poverty Bias,"AI-driven credit scoring or demand-response priority models inadvertently penalize low-income households based on historical payment patterns, leading to inequitable service shedding.",machine_learning;scoring,3,4,ethical;social,Model training on socio-economic data without fairness constraints,Billing history;Smart meter datasets,Bias mitigation algorithms;Diverse training sets;Fairness auditing,ENERGY-JUSTICE-FRAMEWORKS;EU-AI-ACT-HIGH-RISK,4,ARXIV:2412.07782;RAND:AI-Energy-Security,"{""date"": ""2026-01-22"", ""editor"": ""HAL""};{""action"": ""altai-sourced"", ""altai_requirements"": [""fairness"", ""transparency""], ""note"": ""altai_requirements column""};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-human"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-post-deployment"", ""mit-ai-risk-subdomain-1.1""], ""sources"": [""IBM_RISK_ATLAS:atlas-data-bias""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-ai"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-pre-deployment"", ""mit-ai-risk-subdomain-1.1""], ""sources"": [""IBM_RISK_ATLAS:atlas-decision-bias""]};{""action"": ""mapped"", ""nexus_matches"": [""mit-ai-causal-risk-entity-ai"", ""mit-ai-causal-risk-intent-unintentional"", ""mit-ai-causal-risk-timing-post-deployment"", ""mit-ai-risk-subdomain-1.1""], ""sources"": [""IBM_RISK_ATLAS:atlas-output-bias""]};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.312416""}",EG-R-0006,ethical.bias,grid_distribution,1.0,draft
EG-R-0027,Denial of Wallet (DoW) on Cloud AI,"Attackers flood AI-powered grid analytics endpoints with complex queries, exhausting the utility's cloud budget and causing service outages due to cost-limit triggers.",forecasting;llm,3,3,financial;reliability,Publicly accessible API endpoints without rate limiting,API gateways;Cloud computing,Budget alerts;Query complexity analysis;Rate limiting,NERC-CIP-013,3,GOV-UK:AI-Insights-2025,"{""date"": ""2026-01-22"", ""editor"": ""HAL""};{""action"": ""altai-sourced"", ""altai_requirements"": [""accountability"", ""robustness""], ""note"": ""altai_requirements column""};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.331382""}",EG-R-0010,technical.economic_attack,grid_operations,1.0,draft
EG-R-0028,Unintended Agentic Feedback Loops,"Autonomous AI agents managing microgrid storage and frequency response interact in unpredicted ways, causing resonant oscillations and localized hardware damage.",multi_agent_systems;reinforcement_learning,2,5,reliability;safety,Uncoordinated deployment of independent AI agents on the same feeder,DERMS;Edge controllers,Formal verification of agent logic;Systemic stress testing,EU-AI-ACT;IEEE-1547,5,CSIS:AI-Grid;IEA:Energy-AI-2025,"{""date"": ""2026-01-22"", ""editor"": ""HAL""};{""action"": ""altai-sourced"", ""altai_requirements"": [""robustness"", ""safety""], ""note"": ""altai_requirements column""};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.350435""}",EG-R-0023;EG-R-0034,technical.systemic_failure,microgrid_control,1.0,draft
EG-R-0029,Unauthorized PII training leakage,"Usage of sensitive customer smart meter data (revealing daily habits) for model retraining without proper de-identification, leading to potential PII reconstruction attacks.",analytics;deep_learning,3,4,legal;privacy,Data pipeline failure to apply differential privacy or k-anonymity,Data lakes;Training pipelines,Data masking;Differential privacy;Synthetic data generation,EU-GDPR;US-STATE-PRIVACY-ACTS,4,MITRE_ATLAS:AML.T0024;NIST:AI-100-1,"{""date"": ""2026-01-22"", ""editor"": ""HAL""};{""action"": ""altai-sourced"", ""altai_requirements"": [""privacy"", ""transparency""], ""note"": ""altai_requirements column""};{""action"": ""create"", ""editor"": ""ICCS"", ""timestamp"": ""2026-09-17T13:11:24.371385""}",EG-R-0004,privacy.data_leakage,smart_metering,1.0,draft
